,SrNo,System_Date_Time,IMEI_Number,Sim_Number,SIMCOM_Manufacturing_DATE,ESP_Name,ESP_Serial_Number,ESP_ManufacturingDate,Network_Timestamp,Body_Temperature,Heart_Rate,SpO2,accX,accY,accZ,gyroX,gyroY,gyroZ,Heading,Body_Activity,Jaw_Movement,AT_Ideal_Temperature,Location,Battery,Device_Status,Network_Timestamp,"Body_Activity
1- standing
0- sitting","Jaw_Movement
0- feeding
1- Head Move
2- Idle
3- Rumination"
2179,31164,2024-09-11 14:36:45,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:36:41",35.93,0,99.03,9.91,-1.97,-0.57,-0.04,0.01,0.01,E,Standing,2,37.865,"28.535822,77.567707",100,0,"24/09/11,14:36:41",1,2
2180,31165,2024-09-11 14:37:56,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:37:51",36.5,0,99.08,9.93,-1.91,-0.74,-0.04,0,0.01,E,Standing,2,37.865,"28.535793,77.567810",100,0,"24/09/11,14:37:51",1,2
2181,31166,2024-09-11 14:39:06,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:39:01",37.29,0,99.44,9.89,-0.95,-1.48,-0.09,-0.01,0.01,E,Standing,1,37.865,"28.535810,77.567800",100,0,"24/09/11,14:39:01",1,2
2182,31167,2024-09-11 14:40:16,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:40:12",37.59,0,98.83,9.47,-1.25,-0.92,-0.16,-0.03,0.06,E,Standing,1,37.865,"28.535770,77.567840",100,0,"24/09/11,14:40:12",1,2
2183,31168,2024-09-11 14:41:27,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:41:22",37.97,0,99.07,9.62,2.55,0.41,-0.06,0,0.03,E,Standing,3,37.865,"28.535795,77.567857",100,0,"24/09/11,14:41:22",1,2
2184,31169,2024-09-11 14:42:37,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:42:33",38.13,0,99.49,8.88,4.11,0.8,-0.06,0.05,-0.03,E,Standing,3,37.865,"28.535795,77.567835",100,0,"24/09/11,14:42:33",1,2
2185,31170,2024-09-11 14:43:48,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:43:43",38.25,0,99.85,10.05,-1.12,-0.44,-0.1,0,0.01,E,Standing,1,37.865,"28.535788,77.567800",100,0,"24/09/11,14:43:43",1,3
2186,31171,2024-09-11 14:44:58,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:44:53",38.45,0,99.31,10.18,-1.37,-0.33,0.34,-0.02,0.08,E,Standing,1,37.865,"28.535838,77.567908",100,0,"24/09/11,14:44:53",1,2
2187,31172,2024-09-11 14:46:09,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:46:04",38.88,0,98.93,9.94,-0.91,0.67,-0.12,-0.03,0.02,E,Standing,1,37.865,"28.535793,77.567797",100,0,"24/09/11,14:46:04",1,2
2188,31173,2024-09-11 14:47:19,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:47:14",38.57,0,98.89,9.67,-0.33,1.66,0,0.01,0.02,N,Standing,1,37.865,"28.535812,77.567813",100,0,"24/09/11,14:47:14",1,2
2189,31174,2024-09-11 14:48:29,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:48:25",38.84,0,99.51,10.1,-1.31,-1.29,-0.03,0.02,0.02,E,Standing,2,37.865,"28.535825,77.567798",100,0,"24/09/11,14:48:25",1,1
2190,31175,2024-09-11 14:49:40,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:49:35",39.24,0,99.15,9.17,3.25,1.07,-0.05,-0.01,0.03,E,Standing,3,37.865,"28.535827,77.567802",100,0,"24/09/11,14:49:35",1,1
2191,31176,2024-09-11 14:50:50,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:50:45",39.37,0,98.08,10.05,-0.77,-0.22,0.18,-0.06,0.06,E,Standing,1,37.865,"28.535802,77.567828",100,0,"24/09/11,14:50:45",1,1
2192,31177,2024-09-11 14:52:00,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:51:56",39.25,0,97.45,10.02,-0.33,0.1,-0.05,0,0.01,E,Standing,2,37.865,"28.535810,77.567858",100,0,"24/09/11,14:51:56",1,2
2193,31178,2024-09-11 14:53:14,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:53:06",39.46,0,97.73,10.01,1.11,0.57,-0.12,-0.08,0.04,N,Standing,3,37.865,"28.535785,77.567862",100,0,"24/09/11,14:53:06",1,1
2194,31179,2024-09-11 14:54:24,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:54:16",39.47,0,97.64,9.94,-0.78,-0.23,-0.49,-0.13,-0.1,E,Standing,1,37.865,"28.535802,77.567893",100,0,"24/09/11,14:54:16",1,1
2195,31180,2024-09-11 14:55:32,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:55:27",39.57,0,98.75,9.96,-0.9,1.03,-0.01,0.05,-0.01,E,Standing,2,37.865,"28.535742,77.567863",100,0,"24/09/11,14:55:27",1,0
2196,31181,2024-09-11 14:59:03,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,14:58:58",39.82,0,98.22,9.8,1.36,0.9,-0.04,0.02,0.02,E,Standing,3,37.865,"28.535833,77.567892",100,0,"24/09/11,14:58:58",1,2
2197,31182,2024-09-11 15:00:14,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:00:08",39.58,0,98.92,10.18,-0.12,-0.51,-0.06,0.01,0,E,Standing,2,37.865,"28.535818,77.567940",100,0,"24/09/11,15:00:08",1,3
2198,31183,2024-09-11 15:01:24,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:01:19",39.61,0,98.72,9.89,-1.1,-1.75,0,-0.03,0,E,Standing,1,37.865,"28.535775,77.567863",100,0,"24/09/11,15:01:19",1,3
2199,31184,2024-09-11 15:02:34,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:02:29",39.96,0,99.44,10.21,-0.81,-0.32,-0.06,0.02,0,E,Standing,2,37.865,"28.535775,77.567863",100,0,"24/09/11,15:02:29",1,3
2200,31185,2024-09-11 15:03:44,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:03:40",40.02,0,97.23,9.86,0.19,0.97,-0.07,0.02,0.02,E,Standing,1,37.865,"28.535777,77.567943",100,0,"24/09/11,15:03:40",1,3
2201,31186,2024-09-11 15:04:55,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:04:50",40.02,0,99.06,10.24,-0.9,-0.16,-0.02,0.07,-0.04,E,Standing,2,37.865,"28.535772,77.567937",100,0,"24/09/11,15:04:50",1,3
2202,31187,2024-09-11 15:06:05,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:06:01",40,0,99.17,10.22,-0.76,-0.48,-0.04,-0.02,0.01,E,Standing,2,37.865,"28.535772,77.567937",100,0,"24/09/11,15:06:01",1,3
2203,31188,2024-09-11 15:07:16,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:07:11",40.07,0,99.23,10,-0.82,-0.66,-0.06,-0.02,0.01,E,Standing,2,37.865,"28.535788,77.567963",100,0,"24/09/11,15:07:11",1,3
2204,31189,2024-09-11 15:08:26,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:08:21",40.12,0,98.2,9.96,-1.16,0.57,-0.03,0.04,0.02,E,Standing,3,37.865,"28.535752,77.567935",100,0,"24/09/11,15:08:21",1,3
2205,31190,2024-09-11 15:09:36,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:09:32",40.14,0,99.18,9.88,-0.33,-0.5,-0.05,0.06,-0.01,E,Standing,1,37.865,"28.535793,77.567933",100,0,"24/09/11,15:09:32",1,3
2206,31191,2024-09-11 15:10:47,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:10:42",40.12,0,99.21,10.54,-0.75,-0.68,-0.01,-0.01,0.04,E,Standing,2,37.865,"28.535767,77.567902",100,0,"24/09/11,15:10:42",1,3
2207,31192,2024-09-11 15:11:57,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:11:53",40.43,0,96.01,9.7,0.87,0.52,-0.17,-0.67,-0.01,N,Standing,1,37.865,"28.535758,77.567902",100,0,"24/09/11,15:11:53",1,3
2208,31193,2024-09-11 15:13:07,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:13:03",40.06,0,98.83,10.07,-0.84,-0.53,-0.03,-0.01,0.08,E,Standing,1,37.865,"28.535777,77.567907",100,0,"24/09/11,15:13:03",1,3
2209,31194,2024-09-11 15:14:18,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:14:13",40.27,0,99.01,10.05,-0.74,-0.72,-0.06,0.02,0,E,Standing,2,37.865,"28.535795,77.567913",100,0,"24/09/11,15:14:13",1,3
2210,31195,2024-09-11 15:15:28,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:15:24",40.35,0,99.13,10.19,-0.57,-0.48,0.01,0.01,0.02,E,Standing,2,37.865,"28.535833,77.567907",100,0,"24/09/11,15:15:24",1,3
2211,31196,2024-09-11 15:17:49,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:17:45",40.49,43,99.15,9.88,-0.48,-0.62,-0.04,-0.04,0.02,E,Standing,1,37.865,"28.535825,77.567927",100,0,"24/09/11,15:17:45",1,3
2212,31197,2024-09-11 15:20:10,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:20:05",40.38,0,97.28,9.86,-0.83,2.43,0.05,0.17,-0.1,NE,Standing,2,37.865,"28.535832,77.567907",100,0,"24/09/11,15:20:05",1,3
2213,31198,2024-09-11 15:23:41,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:23:36",40.47,0,98.8,10.06,-0.74,-1.08,-0.03,0.02,0.01,E,Standing,2,37.865,"28.535817,77.567882",100,0,"24/09/11,15:23:36",1,3
2214,31199,2024-09-11 15:24:51,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:24:46",40.49,0,99.22,10.01,-0.36,-0.07,0.06,0.08,0.01,E,Standing,1,37.865,"28.535822,77.567895",100,0,"24/09/11,15:24:46",1,3
2215,31200,2024-09-11 15:26:02,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:25:57",40.29,0,99.12,9.58,2.03,0.37,-0.08,-0.07,0.03,E,Standing,3,37.865,"28.535797,77.567877",100,0,"24/09/11,15:25:57",1,0
2216,31201,2024-09-11 15:27:17,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:27:07",40.2,0,99.18,9.22,3.37,1.67,-0.1,-0.01,0.05,E,Standing,3,37.865,"28.535805,77.567885",100,0,"24/09/11,15:27:07",1,0
2217,31202,2024-09-11 15:28:34,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:28:17",40.31,0,99.34,9.28,2.84,1.77,-0.05,0.02,0.04,E,Standing,3,37.865,"28.535772,77.567933",100,0,"24/09/11,15:28:17",1,0
2218,31203,2024-09-11 15:29:33,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:29:28",40.51,0,99.88,9.79,1.73,-2.54,-0.06,0.03,0,E,Standing,3,37.865,"28.535787,77.567910",100,0,"24/09/11,15:29:28",1,0
2219,31204,2024-09-11 15:30:43,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:30:38",40.43,0,99.46,9.84,1.57,-0.01,-0.04,-0.06,0.04,E,Standing,3,37.865,"28.535768,77.567893",100,0,"24/09/11,15:30:38",1,1
2220,31205,2024-09-11 15:31:54,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:31:49",39.84,0,99.28,10.07,-0.36,-2.66,-0.09,0,0.09,E,Standing,3,37.865,"28.535777,77.567895",100,0,"24/09/11,15:31:49",1,1
2221,31206,2024-09-11 15:33:04,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:32:59",39.93,0,95.15,10.07,1.39,0.59,-0.33,0.12,-0.41,E,Standing,3,37.865,"28.535783,77.567937",100,0,"24/09/11,15:32:59",1,2
2222,31207,2024-09-11 15:34:15,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:34:09",39.81,0,99.07,10.13,0.01,-0.63,-0.19,-0.05,0.03,E,Standing,1,37.865,"28.535800,77.567922",100,0,"24/09/11,15:34:09",1,2
2223,31208,2024-09-11 15:35:25,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:35:20",39.88,0,99.23,9.6,1.52,-0.56,-0.1,-0.01,0.03,E,Standing,3,37.865,"28.535795,77.567910",100,0,"24/09/11,15:35:20",1,0
2224,31209,2024-09-11 15:36:36,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:36:30",39.44,0,98.81,7.57,5.24,3.1,-0.07,0.07,0.04,E,Standing,3,37.865,"28.535810,77.567930",100,0,"24/09/11,15:36:30",1,0
2225,31210,2024-09-11 15:37:46,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:37:41",39.08,0,99.72,9.23,2.14,2.1,-0.01,0.03,0.04,E,Standing,3,37.865,"28.535807,77.567965",100,0,"24/09/11,15:37:41",1,0
2226,31211,2024-09-11 15:38:56,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:38:51",39.46,0,99.49,6.97,5.65,3.41,-0.06,-0.04,-0.04,E,Standing,3,37.865,"28.535780,77.567942",100,0,"24/09/11,15:38:51",1,0
2227,31212,2024-09-11 15:40:07,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:40:01",39.72,0,98.57,10.07,1.07,1.17,-0.02,-0.02,0.03,E,Standing,3,37.865,"28.535797,77.567868",100,0,"24/09/11,15:40:01",1,0
2228,31213,2024-09-11 15:41:17,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:41:12",40.04,0,98.98,10.01,-0.56,0.12,-0.14,-0.02,0.01,E,Standing,1,37.865,"28.535802,77.567943",100,0,"24/09/11,15:41:12",1,0
2229,31214,2024-09-11 15:42:27,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:42:22",39.26,0,98.43,9.18,-3.11,-1.31,-1.13,-0.16,0.22,E,Standing,3,37.865,"28.535827,77.567930",100,0,"24/09/11,15:42:22",1,2
2230,31215,2024-09-11 15:43:38,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:43:33",39.59,0,99.62,10.03,-1.28,-0.23,-0.03,0,0.01,E,Standing,1,37.865,"28.535770,77.567892",100,0,"24/09/11,15:43:33",1,2
2231,31216,2024-09-11 15:44:48,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:44:43",39.3,0,99.53,9.98,-1.55,-0.57,-0.05,0,0,E,Standing,2,37.865,"28.535815,77.567917",100,0,"24/09/11,15:44:43",1,2
2232,31217,2024-09-11 15:45:59,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:45:53",39.3,0,99.6,9.95,-1.66,-0.63,-0.03,0,0.01,E,Standing,3,37.865,"28.535837,77.567965",100,0,"24/09/11,15:45:53",1,2
2233,31218,2024-09-11 15:47:09,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:47:04",39.51,0,99.63,9.53,-1.24,2.24,0.12,0.02,-0.08,E,Standing,2,37.865,"28.535870,77.567933",100,0,"24/09/11,15:47:04",1,2
2234,31219,2024-09-11 15:48:20,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:48:15",39.72,0,99.14,9.9,-0.11,0.89,0.15,0.01,0.06,E,Standing,1,37.865,"28.535863,77.567957",100,0,"24/09/11,15:48:15",1,2
2235,31220,2024-09-11 15:49:30,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:49:25",39.92,0,99.29,10.09,-0.54,-0.86,-0.03,0.01,0.01,E,Standing,1,37.865,"28.535863,77.567957",100,0,"24/09/11,15:49:25",1,2
2236,31221,2024-09-11 15:50:40,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:50:35",39.78,0,92.44,8.18,1.38,4.33,0.04,0.03,0.05,E,Standing,3,37.865,"28.535832,77.567958",100,0,"24/09/11,15:50:35",1,1
2237,31222,2024-09-11 15:51:50,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:51:46",39.47,0,92.44,7.47,0.68,5.72,-0.18,-0.08,0.2,E,Standing,3,37.865,"28.535832,77.567958",100,0,"24/09/11,15:51:46",1,0
2238,31223,2024-09-11 15:53:01,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:52:56",40.12,0,93.27,6.49,1.51,6.18,0.31,0.06,0.24,NE,Standing,3,37.865,"28.535787,77.567917",100,0,"24/09/11,15:52:56",1,0
2239,31224,2024-09-11 15:54:12,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:54:07",40.01,0,90.87,7.02,-0.42,6.33,0.06,0.1,0.32,E,Standing,0,37.865,"28.535807,77.567932",100,0,"24/09/11,15:54:07",1,0
2240,31225,2024-09-11 15:56:32,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:56:27",39.04,0,98.02,9.31,-3.57,-0.94,-0.06,-0.05,0.07,E,Standing,2,37.865,"28.535807,77.567923",100,0,"24/09/11,15:56:27",1,1
2241,31226,2024-09-11 15:58:53,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:58:48",39.34,0,98.73,9.33,-3.84,-1.27,-0.04,0.01,0,E,Standing,2,37.865,"28.535807,77.567953",100,0,"24/09/11,15:58:48",1,1
2242,31227,2024-09-11 16:00:03,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,15:59:59",39.51,0,99.31,10.04,-2.34,-0.67,-0.07,-0.01,0,E,Standing,2,37.865,"28.535882,77.567938",100,0,"24/09/11,15:59:59",1,2
2243,31228,2024-09-11 16:02:24,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:02:19",39.79,0,99.46,9.21,-3.77,-2.19,0.2,-0.04,0.16,E,Standing,3,37.865,"28.535848,77.567950",100,0,"24/09/11,16:02:19",1,3
2244,31229,2024-09-11 16:03:35,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:03:30",39.83,0,99.48,10.07,-0.99,0.19,-0.04,0,0.01,E,Standing,2,37.865,"28.535848,77.567950",100,0,"24/09/11,16:03:30",1,3
2245,31230,2024-09-11 16:04:45,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:04:40",39.75,0,99.88,9.99,-2.02,-0.85,-0.08,0.07,-0.08,E,Standing,2,37.865,"28.535917,77.567923",100,0,"24/09/11,16:04:40",1,3
2246,31231,2024-09-11 16:05:55,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:05:51",40.03,0,99.6,9.99,-1.91,-0.52,-0.06,0.03,0,E,Standing,2,37.865,"28.535917,77.567923",100,0,"24/09/11,16:05:51",1,3
2247,31232,2024-09-11 16:07:06,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:07:01",40.17,0,99.41,9.88,-1.43,-0.26,-0.02,-0.03,0.02,E,Standing,1,37.865,"28.535852,77.567967",100,0,"24/09/11,16:07:01",1,3
2248,31233,2024-09-11 16:08:16,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:08:11",40.25,0,99.43,10.01,-1.21,-0.23,-0.06,0.03,0.03,E,Standing,2,37.865,"28.535828,77.567950",100,0,"24/09/11,16:08:11",1,3
2249,31234,2024-09-11 16:09:27,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:09:22",40.26,0,99.39,9.74,-2.54,-1.21,-0.07,-0.01,0.02,E,Standing,2,37.865,"28.535828,77.567950",100,0,"24/09/11,16:09:22",1,3
2250,31235,2024-09-11 16:10:37,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:10:32",40.4,0,99.38,9.67,-1,0.06,-0.05,-0.09,0.04,E,Standing,1,37.865,"28.535828,77.567950",100,0,"24/09/11,16:10:32",1,3
2251,31236,2024-09-11 16:11:47,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:11:43",40.43,0,98.93,9.7,-1.5,-0.06,-0.04,0.01,-0.02,E,Standing,2,37.865,"28.535828,77.567950",100,0,"24/09/11,16:11:43",1,3
2252,31237,2024-09-11 16:12:58,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:12:53",40.42,0,98.64,9.16,-4.12,-2.79,-0.05,0,0,E,Standing,2,37.865,"28.535832,77.567930",100,0,"24/09/11,16:12:53",1,3
2253,31238,2024-09-11 16:14:08,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:14:03",40.45,0,99.45,8.88,-4.81,-1.25,-0.06,0,0.02,E,Standing,1,37.865,"28.535782,77.567942",100,0,"24/09/11,16:14:03",1,3
2254,31239,2024-09-11 16:15:18,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:15:14",40.56,0,99.64,8.71,-4.96,-2.34,0,0.01,0.05,E,Standing,3,37.865,"28.535838,77.567948",100,0,"24/09/11,16:15:14",1,2
2255,31240,2024-09-11 16:16:29,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:16:24",40.67,0,99.53,9.99,-1.39,-0.24,-0.05,-0.01,0.03,E,Standing,2,37.865,"28.535803,77.567878",100,0,"24/09/11,16:16:24",1,2
2256,31241,2024-09-11 16:17:39,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:17:34",40.31,0,91.5,9.92,1.5,0.12,-0.17,-0.05,-0.01,E,Standing,3,37.865,"28.535808,77.567870",100,0,"24/09/11,16:17:34",1,2
2257,31242,2024-09-11 16:18:50,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:18:45",40.16,0,97.84,9.98,-1.22,-2,-0.02,0,0.02,E,Standing,3,37.865,"28.535820,77.567933",100,0,"24/09/11,16:18:45",1,0
2258,31243,2024-09-11 16:20:00,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:19:55",40.38,0,92.34,10.03,1.33,0.71,-0.4,0.06,0.04,E,Standing,3,37.865,"28.535820,77.567933",100,0,"24/09/11,16:19:55",1,0
2259,31244,2024-09-11 16:21:11,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:21:06",40.63,0,92.26,10.23,0.01,-0.62,-0.29,-0.06,0.12,E,Standing,1,37.865,"28.535712,77.567865",100,0,"24/09/11,16:21:06",1,0
2260,31245,2024-09-11 16:22:21,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:22:16",40.27,0,92.04,8.91,4.08,0.91,0.01,-0.01,0.03,N,Standing,3,37.865,"28.535753,77.567882",100,0,"24/09/11,16:22:16",1,0
2261,31246,2024-09-11 16:23:31,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:23:26",40.4,0,94.74,9.02,3.24,0.73,-0.04,0.02,0.02,E,Standing,3,37.865,"28.535738,77.567927",100,0,"24/09/11,16:23:26",1,0
2262,31247,2024-09-11 16:24:42,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:24:37",40.7,0,97.79,9.28,2.24,0.22,-0.12,-0.06,-0.09,E,Standing,3,37.865,"28.535680,77.567895",100,0,"24/09/11,16:24:37",1,0
2263,31248,2024-09-11 16:25:54,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:25:47",39.94,0,96.26,9.36,3.32,0.36,-0.08,-0.01,0.03,NE,Standing,3,37.865,"28.535732,77.567793",100,0,"24/09/11,16:25:47",1,0
2264,31249,2024-09-11 16:27:03,862211073312019,8991102405903415305,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:26:58",40.2,0,96.69,9.55,1.09,1.45,0.01,-0.08,-0.1,E,Standing,3,37.865,"28.535728,77.567880",100,0,"24/09/11,16:26:58",1,0
2265,31250,2024-09-11 16:28:13,,Unknown,A7672S-LASC,ESP32-D0WD Rev 301,15269688,2024,"24/09/11,16:28:08",40.35,0,96.57,9.97,0.47,0.61,-0.17,0.24,-0.03,E,Standing,2,37.865,"28.535698,77.567898",100,0,"24/09/11,16:28:08",1,0
